cid	text	author	votes	heart	paid	category	Entext	flair_sent_fast	flair_sent_en	pysent_sent	pysent_emot	pysent_hate	offense
UgxyqsxUn3Cxk2VoKcZ4AaABAg	ലക് നൗ ടീമിൽഓൾ റൗണ്ടർമാർ അത്യാവശ്യത്തിന്  ഉണ്ടല്ലോ 	sun witness	12	False	None	Sports	There are all-rounders in the Luck Now team	('POSITIVE', 0.9319219589233398)	('POSITIVE', 0.9945558309555054)	NEU:  	others: 	:	0
UgxT79zbkF9VYp25_LB4AaABAg	കോഹ്ലി ക്യാപ്റ്റൻ ആയിട്ട് കപ്പ് അടിക്കാൻ ആണ് എല്ലാരും ആഗ്രഹിക്കുന്നത് 	Nithin Sebastian	164	False	None	Sports	Everyone wants Kohli to be the captain and win the cup	('POSITIVE', 0.9102725982666016)	('POSITIVE', 0.9980692267417908)	POS:  	others: 	:	0
UgzqdBHncL5_ZREm89d4AaABAg	മനസ്സിൽ എന്നും ഒരേ ഒരു പേര്ചെന്നൈ സൂപ്പർ കിങ്സ്	N T	50	False	None	Sports	Chennai Super Kings is always the same name in my mind	('POSITIVE', 0.9854075312614441)	('POSITIVE', 0.9939261078834534)	NEU:  	others: 	:	0
UgwUyIs_s_MtGbku66p4AaABAg	ഇന്ത്യടെ 5സൂപ്പർ സ്റ്റാർസ് 	Sooraj S	15	False	None	Sports	5 Super Stars of India	('POSITIVE', 0.9842421412467957)	('POSITIVE', 0.9992440938949585)	POS: 	others:  	:	0
UgzFOO3CDKl5-BJwFmB4AaABAg	നാരായണൻ ചേട്ടൻ 	Nomy Austin	29	False	None	Sports	Narayanan Chetan	('POSITIVE', 0.8475309610366821)	('POSITIVE', 0.9836349487304688)	NEU: 	others: 	:	0
UgxqD4t5e9NfSdIYQdx4AaABAg	ബോസും പൂരനും ഫോം അയാൾ പിന്നെ അടിപൂരം 	muhammed Minhaj Nk	33	True	None	Sports	Bose and Pooran form him then Adipuram	('POSITIVE', 0.7129956483840942)	('NEGATIVE', 0.6531400680541992)	NEU: 	others: 	:	0
Ugy03Cp7c-GrCkRImrt4AaABAg	എത്രയോ കാലം ഐ സി സി-യുടെ ലോക ഒന്നാം നമ്പർ ബൗളേർ സ്ഥാനം നില നിർത്തിയ താരം ആയിരുന്നു ഡെയിൽ സ്റ്റെയ്ൻ	sun witness	32	False	None	Sports	Dale Steyn was the ICC's world number one bowler for a long time	('POSITIVE', 0.8853070139884949)	('POSITIVE', 0.9953252077102661)	NEU:  	others: 	:	0
Ugwx-5eriJsPeTKyrjR4AaABAg	മഴയ്ക്ക് ശേഷം കണ്ടത് പാക്കിസ്ഥാന്റെ ബാറ്റിംഗ് തകർച്ച ആയിരുന്നുവെങ്കിലും  മല്സരം കൈപിടിയിലാക്കാൻ അവർക്ക് സാധിച്ചു	★𝕄𝕖𝕖𝕟𝕒 𝕄𝕖𝕖𝕣𝕒★	8	True	None	Sports	After the rain, Pakistan's batting collapsed but they were able to take control of the match	('POSITIVE', 0.6072272062301636)	('POSITIVE', 0.9913186430931091)	NEU: 	others: 	:	0
Ugxb5uMcrLQos1msyHZ4AaABAg	മൂന്നു വിക്കറ്റുമായി ഉമേഷ്രണ്ടു വിക്കറ്റുമായി സിറാജ്	mini mathew	16	False	None	Sports	Umesh and Siraj with three wickets and two wickets	('NEGATIVE', 0.7721003890037537)	('POSITIVE', 0.9897114038467407)	NEU: 	others: 	:	0
UgyNJDB3BQL_bAoFd9F4AaABAg	ടെസ്റ്റ്  സീരിസിൽ  ഇന്ത്യയ്ക്ക്  മികവ്  തെളിയ്ക്കാൻ ഈ പരിശീലന മത്സരങ്ങൾ  തന്നെ ഗുണം ചെയ്യട്ടേ	mini mathew	9	False	None	Sports	Let these practice matches be beneficial for India to prove their superiority in the Test series	('POSITIVE', 0.9656773209571838)	('POSITIVE', 0.8046154975891113)	POS: 	others: 	:	0
Ugw-hP2g58YJWrQpQ214AaABAg	കഴിഞ്ഞ വർഷത്തെ ഇംഗ്ലീഷ് പരമ്പരയിലും അതെ സത്താപ്റ്റോൺ നടന്ന ഏകദിന മത്സരത്തിലും ക്യാപ്റ്റൻ ആൻഡ്രൂ ബാൽബിർണി 113 റൺസ് നേടിയിരുന്നു	sun witness	18	False	None	Sports	Captain Andrew Balbirnie scored 113 runs in last year's English series and yes the ODI at Southampton.	('POSITIVE', 0.9407558441162109)	('POSITIVE', 0.9974592328071594)	NEU: 	others: 	:	0
Ugxgy2nVJt7QfMHwc854AaABAg	കിവീസ് അടുത്തൊന്നും രാജ്യന്തര മത്സരം ഒന്നുമില്ലല്ലോ  അവർ ഐ പി ൽ വന്നു കളിക്കട്ടെ 	sun witness	11	False	None	Sports	There is no international competition for Kiwis, let them come and play in IP	('NEGATIVE', 0.9504948854446411)	('POSITIVE', 0.9549890160560608)	NEU: 	others: 	:	0
UgyprCxKzmAc-z3P-nJ4AaABAg	സന്നാഹമത്സരങ്ങൾ നടത്തിയതിന് ശേഷം പരമ്പര നടത്തുന്നതാണ് നല്ലത്പ്ലെയിങ് 11സെലക്ട് ചെയ്യുന്നതിന് അത് സഹായകരമാകും	kochurani joseph	16	False	None	Sports	It is better to conduct the series after the warm-up matches, which will help in selecting the playing XI.	('POSITIVE', 0.619327187538147)	('NEGATIVE', 0.9371998906135559)	NEU: 	others: 	:	0
UgxHdcKIP9AdZc0eDwR4AaABAg	അവിടെ ഇവിടെ ഒക്കെ നമ്മട ബെൽഫോർട്ടിന്റെ ഒരു കളി 	ARAVIND A	55	True	None	Sports	Here and there we have a game of Belfort	('POSITIVE', 0.7884458899497986)	('POSITIVE', 0.9683873653411865)	NEU: 	others: 	:	0
UgwzCh7FCT-8gCv2i-h4AaABAg	അപ്പോൾ ഇനി ചില തള്ള് യുട്യുബേർസ് ഒക്കെ മൂജ്ജീ പോകും	Milton Milton	6	True	None	Sports	Then some old YouTubers will go to Mooji	('POSITIVE', 0.7579448819160461)	('POSITIVE', 0.9946228265762329)	NEU: 	others: 	:	0
Ugym7aHqWbzWwfz-K4F4AaABAg	ഇവൻ ബോക്സ് പ്ലെയേറ്  ആണ് നമ്മുടെ പ്രശാന്തും  ടീമും ഒന്നും ഇങ്ങനെ ബോൾ സെറ്റ് ചെയ്തു കൊടുക്കില്ല എനിക്ക്  തോന്നുന്നത്  ഇവനും  ഫ്ളോപ്പുകളുടെ  ലിസ്റ്റിലേക്  നടന്ന് കയറും	Jaseem Mk	1	False	None	Sports	He is a box player, our Prashanth and his team will not set the ball like this, I think he will also walk into the list of flops.	('NEGATIVE', 0.8638433814048767)	('NEGATIVE', 0.9999097585678101)	NEG: 	others: 	:	0
UgwKf3_KSJn7NVHucax4AaABAg	ഗോമസ് മതി	Shabeeb M	15	False	None	Sports	Gomes is enough	('POSITIVE', 0.7894101142883301)	('POSITIVE', 0.955426812171936)	NEU: 	others: 	:	0
Ugxw1AkvOwMrjNjuRB14AaABAg	ഒരു ജയം പ്രേതിക്ഷിക്കാം	TM creations	4	False	None	Sports	Let's hope for a win	('POSITIVE', 0.9446970820426941)	('POSITIVE', 0.8301731944084167)	POS: 	others: 	:	0
Ugz8wT_85Tb8iuUe9eJ4AaABAg	ചങ്കല്ല ചങ്കിടിപ്പാണ് ബ്ലാസ്റ്റേഴ്സ്	Sinan Sinu	8	False	None	Sports	Blasters are not chunky chunky	('NEGATIVE', 0.9665584564208984)	('NEGATIVE', 0.9856889247894287)	NEU: 	others: 	:	0
Ugzcoo6jiRGisifE0214AaABAg	തോൽക്കുന്നത് വരെ നിങ്ങൾക്ക് ജയിക്കാനുള്ള അവസരമുണ്ട് അതാണ് പയ്യനാട് നമ്മൾ കണ്ടത്	Beginning of Education	22	False	None	Sports	You have a chance to win until you lose and that's what we saw at Payyanad	('POSITIVE', 0.5390965342521667)	('POSITIVE', 0.9782513380050659)	NEU: 	others: 	:	0
Ugw4AXUD4ASF1gOjvF14AaABAg	ഫുട്ബോൾ ലോകം ഇനി വിനിയുടെ കാലുകളിൽ 	SUDHEESH Su DHI	45	False	None	Sports	The world of football is now at Vini's feet	('POSITIVE', 0.7071673274040222)	('POSITIVE', 0.996892511844635)	NEU: 	joy: 	:	0
Ugx40GGVmqe03i-I0-94AaABAg	മെസിയെന്ന പോരാളിയുടെ മറവിൽ മരിയ എന്ന മാലഖയെ ഉയർത്തി കാട്ടിയ മത്സരം	Ashik Kakkara	30	False	None	Sports	The match that showed an angel named Maria in the guise of a fighter named Messi	('NEGATIVE', 0.5769251585006714)	('NEGATIVE', 0.9866369962692261)	NEU:  	others: 	:	0
UgxY5okvKu_FOqbJb014AaABAg	പൊളിയാണ് ചുമ്മാ തീ റെനാട്ടോ സാഞ്ചസ് 	i''m  GiRi....	82	False	None	Sports	Renato SÃ¡nchez is a cold	('NEGATIVE', 0.9517707824707031)	('NEGATIVE', 0.9986171722412109)	NEG: 	others: 	:	0
UgyL5sb-MSk-3QTekaN4AaABAg	ഈ വീഡിയോ നമ്മൾ പല സോഴ്സുകളിൽ നിന്നും അവയ്ലബിൾ ആയിട്ടുള്ള വിവരങ്ങൾ അനുസരിച്ചാണ് തയ്യാറാക്കിയിട്ടുള്ളത്ഗൂഗിൾ സന്ദർശിച്ചാലും ഭിന്നാഭിപ്രായങ്ങൾ കാണാനാകുംഎന്തെങ്കിലും തിരുത്തലുകൾ ഉണ്ടെങ്കിൽ നിങ്ങൾക്ക് കമന്റിൽ അത് മെൻഷൻ ചെയ്യാവുന്നതാണ്നിങ്ങൾക്ക് വിവരങ്ങൾ ലഭിച്ച സോഴ്സ് കൂടി അതിൽ ഉൾപ്പെടുത്തിയാൽ നന്നായിരിക്കും	Corner flag Malayalam	3	False	None	Sports	This video has been prepared based on the information we have available from various sources, even if you go to Google you will see different opinions. If there are any corrections, you can mention it in the comments.	('POSITIVE', 0.7730657458305359)	('POSITIVE', 0.5591602325439453)	NEU: 	others: 	:	0
Ugwlc331Sk1dCkPTIRJ4AaABAg	ഇതാണ് നമ്മുടെ ഫുട്ബോൾ പരസ്പരം സ്നേഹം നിറയുന്ന  ഫുട്ബോൾ 	NAYANA	9	True	None	Sports	This is our football, football full of love for each other	('POSITIVE', 0.9968987703323364)	('POSITIVE', 0.9977900981903076)	POS: 	joy: 	:	0
UgzUiDMTHvW6GDlq6_14AaABAg	നിങ്ങൾക്ക് ഒരു വേറെ ഒരു ചാനൽ തുടങ്ങിക്കൂടെ   നിങ്ങൾ നല്ല കഥകൾ ഒക്കെ പറയുന്നത് കേൾക്കാൻ നല്ല ഫീലിംഗ് ആയിരിക്കും 	S ____AK	14	True	None	Sports	It will be a good feeling to start another channel and hear you telling good stories	('POSITIVE', 0.791769802570343)	('POSITIVE', 0.9908196330070496)	POS: 	joy: 	:	0
UgyRTrXYUfY0hYLk3Ap4AaABAg	തകർന്നു പോയ ജനതയെ സ്വപ്നം കാണിച്ച വൻ  ഇവാൻ വുകനോവിച്ച്	Sathar Abdul	23	True	None	Sports	The great Ivan Vukanovich, who dreamed of a broken people	('POSITIVE', 0.9712661504745483)	('POSITIVE', 0.9916214942932129)	NEU: 	others: 	:	0
UgxMEoWlsk87pMhw2Wp4AaABAg	ഞാൻ ഒരു ലിവർപൂൾ ഫാൻ ആണ് അതുകൊണ്ട് ആര് ജയിക്കണംതോൽക്കണം എന്ന് എനിക്ക് പറയാനാവില്ല	Mahinsha P Karim	26	False	None	Sports	I'm a Liverpool fan so I can't say who should win	('POSITIVE', 0.5767219066619873)	('POSITIVE', 0.9987712502479553)	NEU: 	others: 	:	0
UgxURkGdZl9wzD7vC-J4AaABAg	ബയേണും ലെവെയുംഒരുമിച്ച് ഇനിയുമൊരുപാട് അല്ഭുതങ്ങള് സൃഷ്ടിക്കട്ടെ  	Ꮩ Ꮖ N Ꭼ Ꭼ Ꭲ Ꮋ  卂 Ꮪ Ꮋ Ꮎ K	11	False	None	Sports	Let Bayern and Leve create many more miracles together	('POSITIVE', 0.9780062437057495)	('POSITIVE', 0.9998045563697815)	POS: 	joy: 	:	0
Ugx0TIO9mPPl_3EA0fx4AaABAg	തുടക്കമല്ല പതിറ്റാണ്ടുകളാൽ തുടങ്ങിവെച്ച ആരവത്തിന്റെ ആവർത്തനം മാത്രം	Cristiano King	23	False	None	Sports	Not a start, just a repeat of the hype that started decades ago	('NEGATIVE', 0.931435227394104)	('NEGATIVE', 0.9957916736602783)	NEU:  	disgust: 	:	0
UgzLj19zcD9vWwBgyId4AaABAg	ഫുട്ബോളിനെ ഇഷ്ടപ്പെടുന്നവരും യഥാർത്ഥ ഫുട്ബോൾ ആരാധകരും കപ്പ് നേടിയിട്ടില്ല എന്നപേരിൽ മെസ്സിയെ വിമർശിക്കില്ല കാരണം കപ്പ് എന്നത് ഒരു ടീം വർക്ക് കൂടിയാണ് ഒരു കളിക്കാരന്  ചെയ്യാൻ പറ്റുന്ന കാര്യങ്ങളിൽ ഒരു പരിധിയുണ്ട് ആ പരിധിയിൽ നിന്നുകൊണ്ട് തന്നെ മെസ്സി ക്ലബ്ബിന് വേണ്ടതെല്ലാം ചെയ്യുന്നുണ്ട് എന്നിരുന്നാലും അദ്ദേഹത്തിന്റെ വലിയ സ്വപ്നങ്ങളിൽ ഒന്നാണ് രാജ്യത്തിനുവേണ്ടി രാജ്യത്തിന്റെ കൂടെ ഒരു ഫുട്ബോൾ കിരീടം ഒരുപക്ഷേ ഈ കോപ്പ അമേരിക്കയും വരുന്ന വേൾഡ് കപ്പും ഒക്കെ ആയിരിക്കും മെസ്സിയുടെ വിരമിക്കലിന്  മുൻപുള്ള രാജ്യാന്തരടൂർണമെന്റ്കൾ  അവയിൽ നിന്ന് ഒരു കിരീടം നേടാൻ മെസ്സിക്ക് കഴിയട്ടെ	SREEDEV K HARIDAS	76	True	None	Sports	Football lovers and true football fans will not criticize Messi for not winning the cup because the cup is also a team work and there is a limit to what a player can do and within that limit Messi is doing everything the club needs but one of his big dreams is a football title with the country for the country maybe this Copa America and the coming World Cup. The international tournaments before Messi's retirement will be so that Messi can win a title from them.	('POSITIVE', 0.9974760413169861)	('POSITIVE', 0.9985187649726868)	POS: 	others: 	:	0
Ugw7MmKPYme11U4eogh4AaABAg	ഇന്നും ഇന്ത്യ തോൽക്കും 	കടലാസ് 	6	False	None	Sports	India will lose today	('NEGATIVE', 0.912932276725769)	('NEGATIVE', 0.8422785401344299)	NEG: 	others: 	:	0
UgwanXxDQHbmmhJylsJ4AaABAg	സഞ്ജു ഇല്ലാത്ത ഇന്ത്യ ഇന്നും തോൽക്കണം	Riyas Khan	7	False	None	Sports	Without Sanju, India must lose today	('NEGATIVE', 0.743174135684967)	('POSITIVE', 0.914182186126709)	NEG: 	others: 	:	0
Ugy6iT2RgVtJbkfejRh4AaABAg.9bcKUO6nzQ29bcYr_BqHRF	ടീം മീറ്റിങ്ങിൽ എടുക്കുന്ന തീരുമാനം ആണ്	Ajesh Kumar Ajesh Kumar	1	False	None	Sports	The decision is taken in the team meeting	('POSITIVE', 0.8174712657928467)	('POSITIVE', 0.9713860154151917)	NEU: 	others: 	:	0
UgyvBf6ujtqaYdrJgAZ4AaABAg	രണ്ട്  ക്യാച് ആണ്  വിട്ടു കളഞ്ഞത്   അതു എടുത്തേക്കിൽ ചിലപ്പോൾ കളി  മാറുമ്മായിരുന്നു	Sajeev sajeev	4	False	None	Sports	Two catches were missed and sometimes it would have changed the game	('NEGATIVE', 0.9971367120742798)	('NEGATIVE', 0.9200868010520935)	NEG: 	others: 	:	0
Ugxry0fdfhDzu2M09fd4AaABAg	സഞ്ജു കേരളത്തിന്റെ മകനാണ്സഞ്ജു ഇനിയുള്ള കളികളുംജയിക്കണം സഞ്ജു നമുക്കുഅഭിമാനമാണ്	abdurahiman abdu	30	False	None	Sports	Sanju is the son of Kerala. Sanju should win the next games too. Sanju is our pride	('POSITIVE', 0.9904298186302185)	('POSITIVE', 0.9984568357467651)	POS: 	joy: 	:	0
Ugxny7F6lRlEJNaXXJt4AaABAg	അങ്ങനെ ഓസീസ് വീണ്ടും ഐസിസി ടൂർണമെൻ്റിൽ തങ്ങൾ തന്നെ രാജാവ് എന്ന് തെളിയിച്ചിരിക്കുന്നു	Jenu Mathew🇮🇳	3	True	None	Sports	And so the Aussies have once again proved that they are the king of the ICC tournament	('POSITIVE', 0.9821481704711914)	('POSITIVE', 0.9966224431991577)	POS: 	joy: 	:	0
UgxrLTdxx0lusqMu0i54AaABAg	ഇന്ന് ഇന്ത്യ ജയിക്കും	creativehub&entertainment	2	True	None	Sports	India will win today	('POSITIVE', 0.9968723654747009)	('POSITIVE', 0.9975358247756958)	POS: 	joy:  	:	0
Ugwj0nS1Yju47P6rXLd4AaABAg	അല്ലെങ്കിലും നമ്മുടെ ഇന്ത്യ പൊളി അല്ലെ	shan johny	5	True	None	Sports	Otherwise, our India is not bad	('POSITIVE', 0.6253693103790283)	('POSITIVE', 0.988690972328186)	POS: 	others: 	:	0
UgyiXoaHWpiL61aVDml4AaABAg	അവസാന പന്തിൽ 12 റൺസ് അടിച്ച് ജയിച്ചു  ചരിത്രം തിരുത്തിയ മത്സരം 	Cricket Tournament Capture	1	False	None	Sports	The match changed history by scoring 12 runs off the last ball	('NEGATIVE', 0.956809937953949)	('POSITIVE', 0.9472454786300659)	POS:  	joy: 	:	0
Ugyw94Ym3Dm-f0nIqEt4AaABAg	510പിഎം ഇനിഎപ്പഴാ	Shefin Shefin	11	True	None	Sports	510pm when?	('NEGATIVE', 0.7700186967849731)	('NEGATIVE', 0.9677479863166809)	NEU: 	others: 	:	0
Ugwsl3t6NbdAm9YIWn14AaABAg	ഒരുപാട് സന്തോഷമുണ്ട്  തിരിച്ചടി നൽകിയ ഇന്ത്യ പിന്നെയും പിന്നെയും	Anamika P nair	6	True	None	Sports	I am very happy that India has fought back again and again	('POSITIVE', 0.9931377172470093)	('POSITIVE', 0.9935770630836487)	POS: 	joy: 	:	0
UgxdTkUE4stkCkQDZ9x4AaABAg	കൂടുതൽ ക്രിക്കറ്റ് വാർത്തകളും വിശേഷങ്ങളും ആദ്യം അറിയുന്നതിനായി ഈ ചാനൽ സബ്സ്ക്രൈബ് ചെയ്യാൻ മറക്കല്ലേ 	Cricket Tournament Capture	4	False	None	Sports	Don't forget to subscribe this channel to be the first to know more cricket news and features	('NEGATIVE', 0.6742171049118042)	('POSITIVE', 0.9883245229721069)	NEU:  	others:  	:	0
UgwS4dchP_fHoFyvWkZ4AaABAg	കൊള്ളാം	Akhil Beatz Thodupuzha	1	True	None	Sports	good	('POSITIVE', 0.9667754173278809)	('POSITIVE', 0.9313952922821045)	POS: 	others: 	:	0
UgzU5WcgDxeG1hfulnh4AaABAg	രാഹുൽ ക്യാപ്റ്റൻ 	Sangeeth K P	5	False	None	Sports	Rahul is the captain	('POSITIVE', 0.8990198969841003)	('POSITIVE', 0.9995679259300232)	POS: 	others: 	:	0
UgyJHq2SzvoT9FgcPEd4AaABAg	ഇന്നാണ് കളി 	Ameer jasim Ameer jasim	7	True	None	Sports	Today is the game	('POSITIVE', 0.9319188594818115)	('POSITIVE', 0.9863551259040833)	NEU:  	others: 	:	0
UgxqESfNmQgxphP-qKJ4AaABAg	നമ്മുടെ സഞ്ജു 	Salam Salam	1	False	None	Sports	Our Sanju	('POSITIVE', 0.9545426964759827)	('POSITIVE', 0.9981116056442261)	NEU: 	joy:  	:	0
UgzecWnXSPlEXFKrD1J4AaABAg	രോഹിത് ഫീൽഡ് സൂപ്പർ ആയിട്ട് ആണ് സെറ്റ് ചെയ്തത് ക്യാച്ച്കൾ നഷ്ടപെട്ടില്ല എങ്കിൽ അവരെ 130 ഒതുക്കാമായിരുന്നു	Anoop kumar Anoop	18	True	None	Sports	Rohit set the field superbly and could have reduced them to 130 if he hadn't missed the catches.	('POSITIVE', 0.6227568984031677)	('POSITIVE', 0.9991273283958435)	NEU: 	others: 	:	0
UgyxolTv0GfeqENhiK14AaABAg	ഇന്ത്യ 	Sudheesh Bare	13	True	None	Sports	India	('POSITIVE', 0.7709378004074097)	('POSITIVE', 0.940065860748291)	NEU: 	others: 	:	0
UgxrcOwX1FcS0_f54A94AaABAg	രാജാവ് എന്നും രാജാവ് തന്നെ 	Krishnalal vlogs	30	True	None	Sports	A king is always a king	('POSITIVE', 0.9972105622291565)	('POSITIVE', 0.9981337189674377)	POS: 	others:  	:	0
UgxSJA0vZ23IvNMlgel4AaABAg	കിങ് കോഹ്ലി 	Boss	9	True	None	Sports	King Kohli	('POSITIVE', 0.9395065903663635)	('POSITIVE', 0.9992921352386475)	NEU: 	others: 	:	0
Ugw-5ObyZxHvL0r556V4AaABAg	നല്ലത്	Mohamed anvar Mohamed anvar	0	False	None	Sports	good	('POSITIVE', 0.9667754173278809)	('POSITIVE', 0.9313952922821045)	POS: 	others: 	:	0
UgyvN_GPoNxCjwXLfHV4AaABAg	ഇവർക് ഇനി വെല്ല പ്രദീക്ഷ ഉണ്ടോ പാവം തിരിച്ചു വരും	Ashik Ashik	0	True	None	Sports	Do they have a better future, the poor will come back	('NEGATIVE', 0.9598069190979004)	('NEGATIVE', 0.9898555278778076)	NEU: 	others:  	:	0
UgzAFEfgXeelCjWMTRJ4AaABAg	ഇന്നത്തെ ഡുപ്ലെസിയുടെ ക്യാച്ച്	UC DAS	9	True	None	Sports	Duplessy's catch today	('POSITIVE', 0.8462731242179871)	('NEGATIVE', 0.7965681552886963)	NEU: 	others: 	:	0
UgzzpC-RWOaTOk7y7DN4AaABAg	 കാർത്തിക്കിനും റസ്സലിനും ഈ തോൽവിയിൽ നിന്നും ഒഴിഞ്ഞുമാറാൻ കഴിയില്ല ഇരുവരും വിജയത്തിനായ് ശ്രമിച്ചില്ല	Joypalakkal Ouseph	1	True	None	Sports	Karthik and Russell could not escape from this defeat and neither of them tried to win	('NEGATIVE', 0.9809519648551941)	('NEGATIVE', 0.999403715133667)	NEG: 	others: 	:	0
Ugzdrq4E_fhzfDPYPP94AaABAg	അൽഹംദുലില്ലാഹ്	Shafishaky Shafisha	0	False	None	Sports	Alhamdulillah	('POSITIVE', 0.9269418716430664)	('POSITIVE', 0.8446374535560608)	POS: 	joy: 	:	0
Ugwth4CgNfPLnuQeQDx4AaABAg	അണ്ണാ ബാകി ഇല്ലലോ	Nisha babujan	1	True	None	Sports	There is no Anna left	('NEGATIVE', 0.8789409399032593)	('NEGATIVE', 0.8606796264648438)	NEU:  	others: 	:	0
UgwAT4pYhSZ1MjQovkB4AaABAg	ജീവിതം ഒന്നേ ഒള്ളു ഭായ് പൊളിക് 	Vinayantv Vinay	3	True	None	Sports	Life is one thing, Bhai Polik	('NEGATIVE', 0.744947612285614)	('POSITIVE', 0.7165554165840149)	NEU: 	others: 	:	0
UgzIefX-ShowZpoq1Jx4AaABAg.9_-2Lu4ZIbz9_JggViud9h	തെങ്ക്യൂ തെങ്ക്യൂ	Arun James	1	False	None	Sports	Thank you, thank you	('POSITIVE', 0.953187108039856)	('POSITIVE', 0.945268452167511)	POS: 	joy: 	:	0
UgziVTtBNSDFEVOZuPB4AaABAg.9QBJG70fOGx9QCpy70GM5T	പറ്റണ്ടതൊക്കെ പറ്റീന്	Arun James	3	False	None	Sports	About everything	('POSITIVE', 0.8466030955314636)	('POSITIVE', 0.9913290739059448)	NEU: 	others: 	:	0
Ugz5-OwTomk0h_M-z7t4AaABAg	വെറൈറ്റി റെസിപ്പി ആണല്ലോഇങ്ങോട്ട് വരണേ	HIBAzz  vibez	1	True	None	Sports	Come here because it is a variety recipe	('POSITIVE', 0.7624841332435608)	('POSITIVE', 0.9991647005081177)	NEU: 	others: 	:	0
UgyPWhEXYQKFwdsEkrR4AaABAg	സൂപ്പർ ഗുലാബ് ജാമുൻ മിയ ചേച്ചിടെ ചാനലിൽ നിന്നാണ് ഇത്താനെ കണ്ടത്	Achuss  Family	0	True	None	Sports	Ithan was seen from the channel Super Gulab Jamun Mia Chechide	('NEGATIVE', 0.749302089214325)	('NEGATIVE', 0.9720315337181091)	NEU: 	others: 	:	0
UgzOmuc2ljw5V64lYF14AaABAg	ഫസ്റ്റ്  കളി  ഷാർജയിൽ  ആയിരുന്നു കാക്ക 	-:AZRU gamer*	0	False	None	Sports	The first game was in Sharjah	('NEGATIVE', 0.7717016935348511)	('NEGATIVE', 0.8170823454856873)	NEU: 	others: 	:	0
Ugx3UDfcaWvP3DXEs_R4AaABAg	വിരാട് കൊഹ്ലി ഇഷ്ടം	Pathu Junu	0	False	None	Sports	I like Virat Kohli	('POSITIVE', 0.9504852294921875)	('POSITIVE', 0.9308331608772278)	POS: 	joy: 	:	0
UgxH12QkMr_lg54WxhV4AaABAg	ഒരുപാട് പേരുടെ കണ്ണീരിനു ഉത്തരം പറയാതെ പറ്റോ ഇതാണ് ദൈവം	Santhosh Akkara	0	False	None	Sports	This is the God who can not answer the tears of many people	('POSITIVE', 0.9927800297737122)	('POSITIVE', 0.9943079352378845)	NEG: 	others: 	:	1
UgyH-KMa9d3dojZOdDB4AaABAg	ഒരു കുട്ടിക്ക് എങ്കിലും ഈ വീഡിയോ കൊണ്ട് ഒരു ഉപകാരം ഉണ്ടാകട്ടെ എന്ന് പ്രാർത്ഥിക്കുന്നു 	Chandhu Gokul	36	False	None	Travel_and_Events	I pray that at least one child will benefit from this video	('NEGATIVE', 0.6112270951271057)	('NEGATIVE', 0.9988490343093872)	POS: 	joy:  	:	0
UgwQdcTOo829YDEYnCl4AaABAg	നമ്മുടെ ടീഷർട് മേടിക്കാൻ   	Fishing Freaks	383	False	None	Travel_and_Events	To put on our t-shirt	('NEGATIVE', 0.7357497811317444)	('POSITIVE', 0.9950666427612305)	NEU: 	others: 	:	0
UgxB6Hj83nm3AaBDZz14AaABAg	അത് പൊളിച്ചു 	Arun Smoki	2.7K	False	None	Travel_and_Events	It was demolished	('NEGATIVE', 0.9940484762191772)	('NEGATIVE', 0.8443968296051025)	NEU: 	sadness: 	:	0
UgwPycfS-dzJ9TEYcSd4AaABAg	വീഡിയോയൊക്കെ ഫുൾ മാറീല്ലോ സിനിമാസ്റ്റെയിൽ ആയല്ലോ	Petstationkannur	4.1K	False	None	Travel_and_Events	The video has become full movie or cinema style	('POSITIVE', 0.9843570590019226)	('NEGATIVE', 0.9836347103118896)	NEU: 	others: 	:	0
Ugw0KCaksuEnZpwvKWF4AaABAg	അരു സൂപ്പർ 	Petstationkannur	5.6K	True	None	Travel_and_Events	Aru is super	('POSITIVE', 0.8301134705543518)	('POSITIVE', 0.9983957409858704)	POS: 	joy: 	:	0
UgwkWcqgFL82EgnvloB4AaABAg	നാളെ റിസൾട്ട് വരാൻ പോകുകയല്ലേ മച്ചാന്മാരെ എല്ലാവർക്കും നല്ല മാർക്ക് കിട്ടട്ടെ 	Yadhu	1.6K	False	None	Travel_and_Events	Aren't the results going to come tomorrow guys, let's all get good marks	('NEGATIVE', 0.8283751606941223)	('POSITIVE', 0.6494179368019104)	POS: 	joy: 	:	0
UgwBDvlpL-EIg8jwrY54AaABAg	കുട്ടികളോട് ചേർന്നു നിൽക്കാൻ ഒരു മനസ്സ് തന്നെ വേണം അവർക്ക് ഒരു സ്വപ്നം ഉണ്ടാക്കാനും സെബിൻ ചേട്ടന് സാധിച്ചു 	VLOGGER MACHANZz In FooD NetworK	200	True	None	Travel_and_Events	Sebin Chettan was able to create a dream for the children who need a mind to stick with them	('POSITIVE', 0.9135088920593262)	('POSITIVE', 0.9996947050094604)	NEU:  	others:  	:	0
UgxcoS7wxxd0HEL-6TZ4AaABAg	നാളെ ഒരു ദിവസം നമ്മൾ ഉണ്ടോ എന്നു പോലും നമുക്ക് അറിയില്ല പൊളി ബ്രോ	Mallu Angler	2.6K	True	None	Travel_and_Events	Bro, we don't even know if we will exist tomorrow	('POSITIVE', 0.5648601651191711)	('POSITIVE', 0.9876297116279602)	NEG:  	others: 	:	0
